round,cpu_usage,memory,time
0,0,0,17:21:46.194
1,100.0,66520584,17:21:46.196
2,87.5,66877744,17:21:46.198
3,93.75,66806680,17:21:46.198
4,100.0,67325792,17:21:46.200
5,100.0,67420824,17:21:46.200
6,100.0,67522440,17:21:46.201
7,100.0,67511560,17:21:46.202
8,87.5,67493120,17:21:46.203
9,100.0,67380464,17:21:46.204
10,100.0,67385256,17:21:46.205
11,100.0,67548688,17:21:46.207
12,93.75,67423512,17:21:46.208
13,100.0,67378408,17:21:46.209
14,100.0,67415240,17:21:46.210
15,93.75,67455528,17:21:46.211
16,100.0,67466376,17:21:46.212
17,100.0,67418848,17:21:46.213
18,100.0,67512232,17:21:46.214
19,100.0,67459032,17:21:46.215
20,93.75,67418320,17:21:46.216
21,100.0,67418576,17:21:46.217
22,100.0,67404232,17:21:46.217
23,93.75,67516752,17:21:46.218
24,100.0,67409168,17:21:46.219
25,100.0,67469456,17:21:46.220
26,100.0,67461552,17:21:46.221
27,93.75,67457552,17:21:46.222
28,93.75,67387568,17:21:46.223
29,87.5,67526168,17:21:46.224
30,100.0,67423656,17:21:46.225
31,100.0,67478608,17:21:46.225
32,100.0,67437712,17:21:46.226
33,100.0,67589872,17:21:46.227
34,100.0,67428792,17:21:46.228
35,88.88888888888889,67414448,17:21:46.229
36,100.0,67448488,17:21:46.230
37,100.0,67475464,17:21:46.231
38,100.0,67425288,17:21:46.233
39,100.0,67465136,17:21:46.233
40,100.0,67474688,17:21:46.234
41,100.0,67418960,17:21:46.235
42,100.0,67422144,17:21:46.235
43,100.0,67404256,17:21:46.236
44,100.0,67490400,17:21:46.237
45,100.0,67359000,17:21:46.238
46,100.0,67447672,17:21:46.239
47,100.0,67504120,17:21:46.240
48,100.0,67477136,17:21:46.241
49,100.0,67491536,17:21:46.242
50,93.75,67480584,17:21:46.243
51,93.75,67486040,17:21:46.243
52,93.75,67436456,17:21:46.244
53,100.0,67592248,17:21:46.245
54,100.0,67476920,17:21:46.246
55,100.0,67421256,17:21:46.246
56,100.0,67456888,17:21:46.248
57,100.0,67521720,17:21:46.248
58,100.0,67440728,17:21:46.249
59,100.0,67550768,17:21:46.250
60,100.0,67527392,17:21:46.251
61,100.0,67501248,17:21:46.251
62,100.0,67445136,17:21:46.252
63,100.0,67474640,17:21:46.253
64,87.5,67419864,17:21:46.254
65,100.0,67679632,17:21:46.255
66,100.0,67413368,17:21:46.257
67,93.75,67496024,17:21:46.258
68,100.0,67493472,17:21:46.259
69,100.0,67569200,17:21:46.260
70,100.0,67387848,17:21:46.261
71,93.75,67414584,17:21:46.262
72,93.75,67480824,17:21:46.263
73,93.75,67470664,17:21:46.264
74,100.0,67439992,17:21:46.265
75,100.0,67451648,17:21:46.266
76,93.75,67397408,17:21:46.266
77,93.75,67406952,17:21:46.267
78,100.0,67432432,17:21:46.268
79,100.0,67440560,17:21:46.269
80,100.0,67449064,17:21:46.270
81,100.0,67497952,17:21:46.271
82,93.75,67484176,17:21:46.272
83,93.75,67433712,17:21:46.272
84,93.75,67421904,17:21:46.274
85,100.0,67453440,17:21:46.274
86,100.0,67458440,17:21:46.275
87,100.0,67475920,17:21:46.276
88,100.0,67507544,17:21:46.277
89,100.0,67511360,17:21:46.279
90,93.75,67461048,17:21:46.280
91,100.0,67464856,17:21:46.281
92,100.0,67434200,17:21:46.282
93,100.0,67436304,17:21:46.283
94,100.0,67394160,17:21:46.284
95,100.0,67570656,17:21:46.285
96,100.0,67426240,17:21:46.285
97,100.0,67389192,17:21:46.286
98,93.75,67535632,17:21:46.288
99,94.11764705882352,67402648,17:21:46.290
100,93.75,67444104,17:21:46.291
101,100.0,67442248,17:21:46.292
102,100.0,67567240,17:21:46.293
103,93.75,67659840,17:21:46.294
104,100.0,67669792,17:21:46.295
105,93.75,67759288,17:21:46.296
106,100.0,67488656,17:21:46.297
107,100.0,67457568,17:21:46.298
108,100.0,67420016,17:21:46.299
109,100.0,67517280,17:21:46.300
110,93.75,67615504,17:21:46.301
111,93.75,67419304,17:21:46.303
112,93.75,67471232,17:21:46.304
113,100.0,67493504,17:21:46.305
114,100.0,67443184,17:21:46.306
115,93.75,67583224,17:21:46.307
116,93.75,67444752,17:21:46.308
117,94.11764705882352,67504104,17:21:46.310
118,100.0,67450000,17:21:46.311
119,100.0,67453808,17:21:46.312
120,100.0,67478312,17:21:46.314
121,100.0,67487880,17:21:46.315
122,100.0,67470976,17:21:46.316
123,100.0,67514624,17:21:46.317
124,93.75,67527360,17:21:46.318
125,94.11764705882352,67449144,17:21:46.319
126,93.75,67447400,17:21:46.320
127,100.0,67476992,17:21:46.321
128,100.0,67471360,17:21:46.322
129,100.0,67457432,17:21:46.323
130,100.0,67547200,17:21:46.324
131,100.0,67502488,17:21:46.326
132,93.75,67536376,17:21:46.327
133,93.75,67400184,17:21:46.327
134,100.0,67471304,17:21:46.328
135,94.11764705882352,67475376,17:21:46.330
136,93.75,67491760,17:21:46.331
137,100.0,67609816,17:21:46.332
138,100.0,67654304,17:21:46.333
139,81.25,67659112,17:21:46.334
140,100.0,67737440,17:21:46.335
141,100.0,67383816,17:21:46.338
142,88.88888888888889,67387728,17:21:46.340
143,93.75,67451544,17:21:46.342
144,93.75,67582584,17:21:46.342
145,93.75,67449736,17:21:46.344
146,100.0,67442144,17:21:46.344
147,93.75,67405064,17:21:46.345
148,100.0,67484768,17:21:46.346
149,100.0,67562960,17:21:46.347
150,100.0,67657880,17:21:46.348
151,100.0,67738400,17:21:46.350
152,100.0,67835072,17:21:46.351
153,100.0,67414664,17:21:46.352
154,100.0,67472704,17:21:46.352
155,100.0,67508616,17:21:46.353
156,100.0,67588944,17:21:46.354
157,100.0,67686664,17:21:46.354
158,93.75,67761584,17:21:46.355
159,100.0,67906104,17:21:46.356
160,100.0,67605240,17:21:46.357
161,100.0,67458208,17:21:46.358
162,94.11764705882352,67737304,17:21:46.359
163,100.0,67549648,17:21:46.360
164,100.0,67487216,17:21:46.361
165,100.0,67628440,17:21:46.362
166,100.0,67578080,17:21:46.363
167,100.0,67473048,17:21:46.363
168,100.0,67482032,17:21:46.364
169,100.0,67601352,17:21:46.365
170,93.75,67500512,17:21:46.366
171,100.0,67525488,17:21:46.367
172,100.0,67594920,17:21:46.367
173,93.75,67544856,17:21:46.368
174,100.0,67679480,17:21:46.369
175,100.0,67462528,17:21:46.370
176,93.75,67510480,17:21:46.371
177,100.0,67636528,17:21:46.373
178,100.0,67526080,17:21:46.374
179,100.0,67563400,17:21:46.374
180,93.75,67551400,17:21:46.375
181,100.0,67508608,17:21:46.376
182,100.0,67511896,17:21:46.377
183,87.5,67536432,17:21:46.378
184,100.0,67492952,17:21:46.379
185,100.0,67463680,17:21:46.381
186,81.25,67513336,17:21:46.382
187,93.75,67495712,17:21:46.383
188,100.0,67445600,17:21:46.384
189,100.0,67451432,17:21:46.385
190,100.0,67477640,17:21:46.386
191,100.0,67481288,17:21:46.387
192,100.0,67475344,17:21:46.388
193,94.11764705882352,67521752,17:21:46.389
194,100.0,67526000,17:21:46.390
195,100.0,67470672,17:21:46.391
196,100.0,67476744,17:21:46.393
197,93.75,67479576,17:21:46.394
198,93.75,67562552,17:21:46.396
199,93.75,67494088,17:21:46.397
200,87.5,67530944,17:21:46.398
201,100.0,67596888,17:21:46.399
202,100.0,67490200,17:21:46.400
203,100.0,67493424,17:21:46.401
204,100.0,67578032,17:21:46.402
205,100.0,67583968,17:21:46.403
206,93.75,67537592,17:21:46.404
207,100.0,67601112,17:21:46.406
208,100.0,67569896,17:21:46.407
209,100.0,67486584,17:21:46.408
210,100.0,67512888,17:21:46.408
211,100.0,67516752,17:21:46.410
212,100.0,67590536,17:21:46.411
213,81.25,67453808,17:21:46.413
214,100.0,67544800,17:21:46.413
215,100.0,67640656,17:21:46.414
216,87.5,67659856,17:21:46.416
217,93.75,67792336,17:21:46.417
218,100.0,67802360,17:21:46.418
219,100.0,67566152,17:21:46.419
220,87.5,67516552,17:21:46.421
