round,cpu_usage,memory,time
130,93.75,68405584,17:20:57.734
131,87.5,68461264,17:20:57.735
132,93.75,68498616,17:20:57.737
133,93.75,68311432,17:20:57.738
134,100.0,68431128,17:20:57.739
135,100.0,68513248,17:20:57.740
136,93.75,68343512,17:20:57.741
137,100.0,68474488,17:20:57.742
138,93.75,68578520,17:20:57.743
139,87.5,68340528,17:20:57.744
140,100.0,68436520,17:20:57.745
141,100.0,68547472,17:20:57.746
142,93.75,68365184,17:20:57.747
143,100.0,68468400,17:20:57.748
144,100.0,68593112,17:20:57.749
145,100.0,68409384,17:20:57.751
146,100.0,68444472,17:20:57.751
147,100.0,68537712,17:20:57.752
148,100.0,68378512,17:20:57.753
149,100.0,68464680,17:20:57.754
150,100.0,68557128,17:20:57.755
151,100.0,68389528,17:20:57.756
152,100.0,68494136,17:20:57.757
153,100.0,68531456,17:20:57.758
154,100.0,68382248,17:20:57.758
155,100.0,68415256,17:20:57.759
156,100.0,68521176,17:20:57.760
157,100.0,68601976,17:20:57.761
158,93.75,68706800,17:20:57.762
159,100.0,68789512,17:20:57.763
160,100.0,68335376,17:20:57.764
161,81.25,68432896,17:20:57.765
162,100.0,68550928,17:20:57.767
163,100.0,68373688,17:20:57.768
164,87.5,68470704,17:20:57.768
165,100.0,68589872,17:20:57.769
166,93.75,68418912,17:20:57.770
167,93.75,68452192,17:20:57.771
168,100.0,68534640,17:20:57.772
169,100.0,68418760,17:20:57.772
170,100.0,68482144,17:20:57.773
171,100.0,68587400,17:20:57.774
172,100.0,68705576,17:20:57.775
173,100.0,68764568,17:20:57.775
174,100.0,68802432,17:20:57.776
175,100.0,68396184,17:20:57.778
176,100.0,68502888,17:20:57.778
177,100.0,68561696,17:20:57.779
178,100.0,68377840,17:20:57.780
179,100.0,68496488,17:20:57.781
180,100.0,68587920,17:20:57.782
181,100.0,68329016,17:20:57.783
182,93.75,68424792,17:20:57.784
183,87.5,68535656,17:20:57.785
184,100.0,68365480,17:20:57.786
185,100.0,68471288,17:20:57.787
186,100.0,68585832,17:20:57.788
187,100.0,68406736,17:20:57.789
188,100.0,68441000,17:20:57.790
189,100.0,68522704,17:20:57.791
190,100.0,68371776,17:20:57.791
191,100.0,68471192,17:20:57.792
192,100.0,68543904,17:20:57.793
193,100.0,68401752,17:20:57.794
194,93.75,68511256,17:20:57.795
195,100.0,68533640,17:20:57.796
196,93.75,68363696,17:20:57.798
197,100.0,68532232,17:20:57.799
198,93.75,68631712,17:20:57.800
199,100.0,68674800,17:20:57.801
200,100.0,68770632,17:20:57.802
201,100.0,68841152,17:20:57.803
202,100.0,68465872,17:20:57.804
203,100.0,68443320,17:20:57.805
204,93.75,68551464,17:20:57.806
205,100.0,68485272,17:20:57.807
206,100.0,68445992,17:20:57.808
207,93.75,68567568,17:20:57.809
208,93.75,68628736,17:20:57.810
209,87.5,68700640,17:20:57.811
210,93.75,68807656,17:20:57.812
211,93.75,68775552,17:20:57.813
212,100.0,68369560,17:20:57.814
213,100.0,68460992,17:20:57.816
214,93.75,68593944,17:20:57.817
215,93.75,68421896,17:20:57.817
216,100.0,68457640,17:20:57.819
217,100.0,68548720,17:20:57.820
218,81.25,68393768,17:20:57.821
219,100.0,68555912,17:20:57.822
220,100.0,68647368,17:20:57.823
