round,cpu_usage,memory,time
173,100.0,68274936,17:21:07.304
174,93.75,68206904,17:21:07.305
175,100.0,68210712,17:21:07.306
176,100.0,68234912,17:21:07.308
177,100.0,68248768,17:21:07.309
178,93.75,68249832,17:21:07.310
179,93.75,68239416,17:21:07.311
180,100.0,68247824,17:21:07.313
181,100.0,68202136,17:21:07.314
182,100.0,68200664,17:21:07.315
183,100.0,68182024,17:21:07.316
184,100.0,68315536,17:21:07.317
185,93.75,68176488,17:21:07.318
186,100.0,68262056,17:21:07.319
187,100.0,68344664,17:21:07.319
188,100.0,68383728,17:21:07.321
189,100.0,68454008,17:21:07.322
190,100.0,68572096,17:21:07.323
191,93.75,68207032,17:21:07.324
192,93.75,68255080,17:21:07.325
193,93.75,68292400,17:21:07.326
194,93.75,68294680,17:21:07.327
195,100.0,68243056,17:21:07.328
196,100.0,68228656,17:21:07.329
197,100.0,68221800,17:21:07.330
198,100.0,68362952,17:21:07.331
199,93.75,68224896,17:21:07.332
200,93.75,68315568,17:21:07.333
201,100.0,68319432,17:21:07.334
202,100.0,68221664,17:21:07.335
203,100.0,68224128,17:21:07.336
204,100.0,68244344,17:21:07.336
205,100.0,68238632,17:21:07.337
206,100.0,68227568,17:21:07.338
207,100.0,68270352,17:21:07.339
208,93.75,68274120,17:21:07.340
209,100.0,68231840,17:21:07.341
210,100.0,68223312,17:21:07.342
211,93.75,68246496,17:21:07.343
212,93.75,68248800,17:21:07.344
213,100.0,68253280,17:21:07.344
214,100.0,68294912,17:21:07.345
215,100.0,68298384,17:21:07.346
216,100.0,68248080,17:21:07.347
217,100.0,68239456,17:21:07.347
218,100.0,68255064,17:21:07.348
219,100.0,68262016,17:21:07.349
220,87.5,68273736,17:21:07.351
