round,cpu_usage,memory,time
0,0,0,17:21:35.243
1,100.0,66487144,17:21:35.244
2,87.5,66685920,17:21:35.245
3,100.0,66747216,17:21:35.248
4,100.0,66607856,17:21:35.250
5,78.94736842105263,66721736,17:21:35.253
6,93.75,66775824,17:21:35.254
7,100.0,66576800,17:21:35.255
8,100.0,66738856,17:21:35.256
9,100.0,66821824,17:21:35.257
10,100.0,66620504,17:21:35.258
11,100.0,66805200,17:21:35.259
12,93.75,66898904,17:21:35.260
13,100.0,66629528,17:21:35.260
14,100.0,66761528,17:21:35.261
15,93.75,66876256,17:21:35.262
16,100.0,66736584,17:21:35.263
17,100.0,66791688,17:21:35.264
18,100.0,66922936,17:21:35.265
19,100.0,67014080,17:21:35.265
20,100.0,67020616,17:21:35.266
21,100.0,67110800,17:21:35.267
22,100.0,66691128,17:21:35.268
23,93.75,66775608,17:21:35.269
24,100.0,66867088,17:21:35.270
25,100.0,66765776,17:21:35.270
26,100.0,66903896,17:21:35.271
27,100.0,66937920,17:21:35.272
28,93.75,66995432,17:21:35.272
29,100.0,67106296,17:21:35.274
30,100.0,66661392,17:21:35.274
31,100.0,66795976,17:21:35.275
32,100.0,66917288,17:21:35.276
33,100.0,66782688,17:21:35.277
34,100.0,66875176,17:21:35.278
35,100.0,66965320,17:21:35.279
36,100.0,67051152,17:21:35.279
37,100.0,67130952,17:21:35.280
38,93.75,66689992,17:21:35.281
39,100.0,66858816,17:21:35.282
40,93.75,66941288,17:21:35.283
41,93.75,66827128,17:21:35.284
42,100.0,66792752,17:21:35.285
43,100.0,67004208,17:21:35.286
44,93.75,66723040,17:21:35.287
45,87.5,66839504,17:21:35.287
46,100.0,66973688,17:21:35.288
47,88.88888888888889,66728416,17:21:35.289
48,100.0,66779768,17:21:35.290
49,100.0,66869472,17:21:35.291
50,100.0,66706320,17:21:35.292
51,100.0,66801328,17:21:35.293
52,100.0,66878448,17:21:35.293
53,100.0,66734320,17:21:35.294
54,93.75,66838608,17:21:35.295
55,93.75,66882568,17:21:35.296
56,100.0,66695192,17:21:35.297
57,100.0,66820768,17:21:35.299
58,93.75,66912352,17:21:35.299
59,100.0,66694120,17:21:35.301
60,100.0,66873216,17:21:35.301
61,100.0,66971456,17:21:35.302
62,100.0,66846368,17:21:35.303
63,100.0,66858880,17:21:35.304
64,93.75,66958592,17:21:35.305
65,100.0,67076408,17:21:35.305
66,100.0,67090736,17:21:35.306
67,100.0,67305264,17:21:35.307
68,100.0,66728520,17:21:35.308
69,100.0,66808472,17:21:35.309
70,100.0,66897944,17:21:35.310
71,93.75,66813464,17:21:35.311
72,100.0,66844912,17:21:35.312
73,93.75,66923008,17:21:35.313
74,100.0,66728256,17:21:35.314
75,100.0,66843304,17:21:35.315
76,100.0,66951104,17:21:35.316
77,100.0,66715256,17:21:35.317
78,100.0,66838680,17:21:35.317
79,100.0,66963824,17:21:35.318
80,94.11764705882352,66697352,17:21:35.319
