round,cpu_usage,memory,time
123,100.0,67184984,17:22:22.601
124,87.5,67250976,17:22:22.602
125,93.75,67266744,17:22:22.603
126,93.75,67355688,17:22:22.605
127,93.75,67441944,17:22:22.606
128,100.0,67541616,17:22:22.607
129,93.75,67151424,17:22:22.608
130,100.0,67225176,17:22:22.609
131,100.0,67324416,17:22:22.609
132,93.75,67360408,17:22:22.611
133,100.0,67428048,17:22:22.612
134,100.0,67541352,17:22:22.612
135,100.0,67155896,17:22:22.613
136,100.0,67213984,17:22:22.614
137,100.0,67255592,17:22:22.615
138,93.75,67233512,17:22:22.616
139,100.0,67150320,17:22:22.617
140,100.0,67149080,17:22:22.619
141,100.0,67176336,17:22:22.620
142,100.0,67260256,17:22:22.621
143,100.0,67352336,17:22:22.622
144,93.75,67317528,17:22:22.623
145,100.0,67165008,17:22:22.623
146,100.0,67171584,17:22:22.624
147,93.75,67190464,17:22:22.625
148,100.0,67213816,17:22:22.626
149,93.75,67216344,17:22:22.627
150,100.0,67226024,17:22:22.628
151,100.0,67262824,17:22:22.630
152,100.0,67255896,17:22:22.631
153,93.75,67205696,17:22:22.632
154,100.0,67215360,17:22:22.633
155,100.0,67235088,17:22:22.634
156,100.0,67326568,17:22:22.635
157,93.75,67423696,17:22:22.636
158,100.0,67588856,17:22:22.638
159,100.0,67646512,17:22:22.639
160,100.0,67698624,17:22:22.639
161,100.0,67265216,17:22:22.641
162,87.5,67228176,17:22:22.642
163,100.0,67347184,17:22:22.643
164,100.0,67154520,17:22:22.644
165,100.0,67235552,17:22:22.645
166,100.0,67247024,17:22:22.646
167,87.5,67215952,17:22:22.647
168,100.0,67342504,17:22:22.648
169,100.0,67455712,17:22:22.649
170,100.0,67605296,17:22:22.650
171,87.5,67548976,17:22:22.651
172,93.75,67266824,17:22:22.652
173,100.0,67277032,17:22:22.653
174,100.0,67182328,17:22:22.654
175,100.0,67313168,17:22:22.655
176,100.0,67188768,17:22:22.655
177,93.75,67360864,17:22:22.656
178,87.5,67257168,17:22:22.657
179,100.0,67264832,17:22:22.658
180,93.75,67370400,17:22:22.659
181,87.5,67185304,17:22:22.660
182,100.0,67249128,17:22:22.661
183,100.0,67353832,17:22:22.662
184,100.0,67402992,17:22:22.663
185,100.0,67382224,17:22:22.664
186,100.0,67491624,17:22:22.666
187,100.0,67528024,17:22:22.667
188,100.0,67212744,17:22:22.668
189,100.0,67185792,17:22:22.669
190,100.0,67192880,17:22:22.670
191,87.5,67323136,17:22:22.672
192,100.0,67209144,17:22:22.672
193,100.0,67350928,17:22:22.674
194,93.75,67258016,17:22:22.675
195,100.0,67355328,17:22:22.676
196,93.75,67301592,17:22:22.677
197,100.0,67504952,17:22:22.678
198,100.0,67479088,17:22:22.679
199,100.0,67545800,17:22:22.680
200,93.75,67218952,17:22:22.681
201,93.75,67340200,17:22:22.682
202,100.0,67226568,17:22:22.682
203,100.0,67283240,17:22:22.683
204,100.0,67254816,17:22:22.685
205,100.0,67367720,17:22:22.686
206,100.0,67275416,17:22:22.687
207,100.0,67299560,17:22:22.688
208,94.11764705882352,67302176,17:22:22.689
209,93.75,67344816,17:22:22.690
210,93.75,67211424,17:22:22.691
211,100.0,67185776,17:22:22.691
212,100.0,67247904,17:22:22.693
213,93.75,67323112,17:22:22.694
214,100.0,67211560,17:22:22.695
215,100.0,67278072,17:22:22.696
216,93.75,67317024,17:22:22.697
217,87.5,67276120,17:22:22.698
218,94.11764705882352,67257160,17:22:22.699
219,100.0,67243840,17:22:22.700
220,93.75,67229520,17:22:22.701
